cinsiyet;egitimSeviyesi;meslekGrubu;yillikGelir;yasadigiOrtam;arabaVarMi;mulkVarMi;medeniHal
Erkek;Ortaokul;TarimIscisi;1350000;KendiEvi;Hayir;Evet;Bekar
Erkek;Ortaokul;TarimIscisi;1350000;KendiEvi;Hayir;Evet;Bekar
Kadin;Lise;SatisPersoneli;1350000;AilesiyleYasiyor;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;1350000;AilesiyleYasiyor;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;1350000;AilesiyleYasiyor;Hayir;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1575000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;Yonetici;3375000;KendiEvi;Hayir;Hayir;Evli
Erkek;Lise;Yonetici;3375000;KendiEvi;Hayir;Hayir;Evli
Erkek;Lise;Yonetici;3375000;KendiEvi;Hayir;Hayir;Evli
Kadin;Ortaokul;TarimIscisi;990000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;990000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;990000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;990000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;990000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;990000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;450000;KendiEvi;Hayir;Hayir;Evli
Kadin;Ortaokul;SaglikPersoneli;450000;KendiEvi;Hayir;Hayir;Evli
Kadin;Ortaokul;GuvenlikPersoneli;2700000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;2700000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;2700000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;2700000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;2700000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;2700000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;2700000;Kira;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Muhasebeci;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;UzmanPersonel;2700000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;1395000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TarimIscisi;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;TemizlikPersoneli;1800000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;GuvenlikPersoneli;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Bekar
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TecrubeliCalisan;4500000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;Isci;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Isci;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Isci;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Isci;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Isci;1125000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;3600000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;3600000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;3600000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;3600000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2430000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2430000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2430000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2430000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;945000;Kira;Hayir;Hayir;Bekar
Kadin;Ortaokul;SatisPersoneli;945000;Kira;Hayir;Hayir;Bekar
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Yonetici;2700000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;SatisPersoneli;3375000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;SatisPersoneli;3375000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;SatisPersoneli;3375000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;SatisPersoneli;3375000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;SatisPersoneli;3375000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;SatisPersoneli;3375000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2025000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2025000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;InsanKaynaklariPersoneli;2565000;KendiEvi;Hayir;Hayir;Evli
Kadin;Lise;InsanKaynaklariPersoneli;2565000;KendiEvi;Hayir;Hayir;Evli
Kadin;Lise;InsanKaynaklariPersoneli;2565000;KendiEvi;Hayir;Hayir;Evli
Kadin;Lise;InsanKaynaklariPersoneli;2565000;KendiEvi;Hayir;Hayir;Evli
Kadin;Lise;InsanKaynaklariPersoneli;2565000;KendiEvi;Hayir;Hayir;Evli
Kadin;Lise;InsanKaynaklariPersoneli;2565000;KendiEvi;Hayir;Hayir;Evli
Kadin;Ortaokul;Garson;1350000;KendiEvi;Hayir;Evet;Evli
Erkek;Lise;SatisPersoneli;1260000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;SatisPersoneli;1260000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;SatisPersoneli;1260000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;675000;Kira;Hayir;Evet;Bekar
Kadin;Ortaokul;SatisPersoneli;675000;Kira;Hayir;Evet;Bekar
Erkek;Ortaokul;Sofor;2250000;KendiEvi;Evet;Evet;Bekar
Erkek;LiseTerk;Yonetici;2700000;KendiEvi;Evet;Hayir;Evli
Erkek;LiseTerk;Yonetici;2700000;KendiEvi;Evet;Hayir;Evli
Kadin;Lise;SatisPersoneli;1215000;Kira;Hayir;Evet;Bekar
Kadin;Lise;SatisPersoneli;1215000;Kira;Hayir;Evet;Bekar
Kadin;Lise;SatisPersoneli;1215000;Kira;Hayir;Evet;Bekar
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SaglikPersoneli;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1575000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;990000;AilesiyleYasiyor;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;990000;AilesiyleYasiyor;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;990000;AilesiyleYasiyor;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;990000;AilesiyleYasiyor;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;990000;AilesiyleYasiyor;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;990000;AilesiyleYasiyor;Evet;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;2925000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;2925000;KendiEvi;Hayir;Evet;Evli
Erkek;Lise;SatisPersoneli;6975000;KendiEvi;Evet;Evet;Bekar
Erkek;Lise;SatisPersoneli;6975000;KendiEvi;Evet;Evet;Bekar
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2025000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2025000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2025000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2025000;Kira;Hayir;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2025000;Kira;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;1350000;KendiEvi;Hayir;Evet;Bekar
Erkek;Ortaokul;TarimIscisi;1350000;KendiEvi;Hayir;Evet;Bekar
Erkek;Ortaokul;Sofor;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;1125000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;1125000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TecrubeliCalisan;2025000;KendiEvi;Hayir;Evet;Bekar
Kadin;Ortaokul;TecrubeliCalisan;2025000;KendiEvi;Hayir;Evet;Bekar
Kadin;Ortaokul;TecrubeliCalisan;2025000;KendiEvi;Hayir;Evet;Bekar
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;6750000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;1125000;KendiEvi;Hayir;Evet;Evli
Erkek;Lise;Yonetici;6750000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;Yonetici;6750000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;Yonetici;6750000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Asci;900000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Asci;900000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Asci;900000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Asci;900000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Asci;900000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Asci;1800000;KendiEvi;Hayir;Hayir;Bekar
Kadin;Ortaokul;Asci;1800000;KendiEvi;Hayir;Hayir;Bekar
Kadin;Ortaokul;Asci;1800000;KendiEvi;Hayir;Hayir;Bekar
Kadin;Ortaokul;Asci;1800000;KendiEvi;Hayir;Hayir;Bekar
Erkek;Ortaokul;SatisPersoneli;1125000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;2250000;AilesiyleYasiyor;Hayir;Hayir;Bekar
Kadin;Lise;TarimIscisi;2250000;KendiEvi;Hayir;Hayir;Bekar
Kadin;Lise;TarimIscisi;2250000;KendiEvi;Hayir;Hayir;Bekar
Kadin;Lise;TarimIscisi;2250000;KendiEvi;Hayir;Hayir;Bekar
Erkek;Ortaokul;Sofor;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;Sofor;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;TecrubeliCalisan;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;TecrubeliCalisan;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;TecrubeliCalisan;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;TecrubeliCalisan;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;TecrubeliCalisan;2250000;KendiEvi;Evet;Evet;Evli
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Erkek;Lise;TarimIscisi;3105000;KendiEvi;Evet;Hayir;Bekar
Kadin;Lise;SatisPersoneli;1125000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;1125000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;2250000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;SatisPersoneli;2250000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;TarimIscisi;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;TarimIscisi;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;TarimIscisi;675000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;Yonetici;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;1350000;KendiEvi;Hayir;Hayir;Bekar
Kadin;LiseTerk;Muhasebeci;1350000;Kira;Hayir;Hayir;Bekar
Kadin;LiseTerk;Muhasebeci;1350000;Kira;Hayir;Hayir;Bekar
Kadin;Ortaokul;TarimIscisi;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;TarimIscisi;2700000;KendiEvi;Evet;Evet;Evli
Kadin;Ortaokul;Asci;1575000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1800000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1800000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1800000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1800000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1800000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;1800000;KendiEvi;Evet;Evet;Evli
Kadin;Lise;TecrubeliCalisan;900000;KendiEvi;Hayir;Evet;Bekar
Kadin;Lise;TecrubeliCalisan;900000;KendiEvi;Hayir;Evet;Bekar
Kadin;Lise;TecrubeliCalisan;900000;KendiEvi;Hayir;Evet;Bekar
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Bekar
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2700000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Asci;900000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;1125000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;SatisPersoneli;3150000;KendiEvi;Evet;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2250000;KendiEvi;Evet;Hayir;Evli
Erkek;Ortaokul;TarimIscisi;2250000;KendiEvi;Evet;Hayir;Evli
Kadin;LiseTerk;TecrubeliCalisan;675000;AilesiyleYasiyor;Hayir;Evet;Evli
Kadin;LiseTerk;TecrubeliCalisan;675000;AilesiyleYasiyor;Hayir;Evet;Evli
Kadin;LiseTerk;TecrubeliCalisan;675000;AilesiyleYasiyor;Hayir;Evet;Evli
Erkek;Ortaokul;TarimIscisi;2250000;KendiEvi;Evet;Hayir;Evli
Erkek;Ortaokul;TarimIscisi;2250000;KendiEvi;Evet;Hayir;Evli
Erkek;Ortaokul;TarimIscisi;2250000;KendiEvi;Evet;Hayir;Evli
Erkek;Ortaokul;TarimIscisi;2250000;KendiEvi;Evet;Hayir;Evli
Erkek;Ortaokul;Sofor;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;Sofor;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;Sofor;2700000;KendiEvi;Hayir;Evet;Evli
Erkek;Ortaokul;Sofor;2700000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Lise;Yonetici;2475000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;OzelHizmetPersoneli;2700000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;OzelHizmetPersoneli;2700000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;OzelHizmetPersoneli;2700000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;OzelHizmetPersoneli;2700000;KendiEvi;Hayir;Evet;Evli
Kadin;Ortaokul;OzelHizmetPersoneli;2700000;KendiEvi;Hayir;Evet;Evli
